sense,n_sense,n_lemma,chance,purity_k5,excess_k5,purity_k10,excess_k10,purity_k20,excess_k20,purity_k50,excess_k50,step,layer,word,pos,n,n_conf,share,log_share
left.n.02,200,400,0.49874686716791977,0.651,0.3037450000000001,0.6335,0.2688325,0.60225,0.20648874999999997,0.5578,0.11781099999999999,0,1,left,n,1015,962,0.1496167452830188,-0.825019796999426
alike.a.01,200,400,0.49874686716791977,0.717,0.435415,0.672,0.34564000000000017,0.628,0.2578600000000001,0.5818,0.16569100000000003,0,1,like,a,11747,1078,0.3144271948608137,-0.5024798988055834
like.a.01,200,400,0.49874686716791977,0.582,0.16609,0.588,0.17806,0.576,0.15411999999999998,0.563,0.12818499999999997,0,1,like,a,25476,11770,0.6819057815845825,-0.16627562734443208
like.n.01,200,400,0.49874686716791977,0.77,0.5411500000000001,0.776,0.5531200000000002,0.778,0.5571100000000001,0.7641,0.5293795000000001,0,1,like,n,1272,757,0.4453781512605042,-0.35127109179174176
like.n.02,200,400,0.49874686716791977,0.686,0.3735700000000002,0.6735,0.34863250000000007,0.657,0.31571500000000013,0.6305,0.26284749999999996,0,1,like,n,1584,1033,0.5546218487394958,-0.25600302585066204
like.v.02,200,800,0.2490613266583229,0.373,0.16504500000000003,0.373,0.16504500000000003,0.37075,0.16204875000000005,0.3463,0.1294895,0,1,like,v,32185,19343,0.4319612395817955,-0.36455522121972317
like.v.03,200,800,0.2490613266583229,0.459,0.27956833333333336,0.4555,0.2749075,0.45,0.26758333333333334,0.4206,0.22843233333333332,0,1,like,v,4746,2556,0.0636970030466118,-1.195881000803391
like.v.05,200,800,0.2490613266583229,0.489,0.31951833333333335,0.4465,0.2629225,0.44775,0.2645870833333333,0.4124,0.21751266666666666,0,1,like,v,1763,431,0.0236615710853722,-1.6259564223853897
wish.v.02,200,800,0.2490613266583229,0.466,0.28889000000000004,0.4475,0.2642541666666667,0.42875,0.23928541666666672,0.4169,0.22350516666666667,0,1,like,v,35761,32031,0.4799554416245017,-0.3187990800303595
gain.v.08,200,1200,0.16597164303586323,0.232,0.079168,0.234,0.081566,0.2315,0.0785685,0.2216,0.06669839999999998,0,1,make,v,1414,1152,0.0145848375451263,-1.8360984039538453
induce.v.02,200,1200,0.16597164303586323,0.162,-0.0047620000000000075,0.162,-0.0047620000000000075,0.1475,-0.02214750000000002,0.1487,-0.020708700000000014,0,1,make,v,2416,694,0.0249200618875709,-1.6034508834656303
make.v.01,200,1200,0.16597164303586323,0.293,0.15230699999999997,0.273,0.128327,0.26,0.11273999999999999,0.2294,0.07605059999999998,0,1,make,v,31569,23391,0.3256214543579164,-0.48728698829666994
make.v.02,200,1200,0.16597164303586323,0.306,0.167894,0.262,0.11513799999999999,0.23325,0.08066675,0.2162,0.06022379999999999,0,1,make,v,33159,24690,0.3420216606498195,-0.4659463886725107
make.v.03,200,1200,0.16597164303586323,0.209,0.05159099999999998,0.204,0.04559599999999997,0.197,0.03720299999999999,0.1756,0.011544399999999993,0,1,make,v,18153,4425,0.1872408457968024,-0.727599405762634
produce.v.02,200,1200,0.16597164303586323,0.319,0.18348099999999998,0.306,0.167894,0.30025,0.16099975,0.2922,0.1513478,0,1,make,v,4866,1640,0.0501908200103145,-1.2993757088199254
mannequin.n.01,200,1000,0.1991991991991992,0.376,0.22078,0.34,0.17582500000000004,0.3035,0.130245625,0.2734,0.09265824999999997,0,1,model,n,646,256,0.006832363828662,-2.1654290151859796
model.n.01,200,1000,0.1991991991991992,0.336,0.17083000000000004,0.288,0.11088999999999997,0.278,0.09840250000000003,0.2585,0.074051875,0,1,model,n,66549,59213,0.7038498149127446,-0.15251999925683873
model.n.02,200,1000,0.1991991991991992,0.294,0.11838249999999997,0.27,0.08841250000000002,0.25,0.0634375,0.234,0.04345750000000001,0,1,model,n,10464,6737,0.1106716023268112,-0.9559638022008665
model.n.03,200,1000,0.1991991991991992,0.298,0.12337749999999999,0.2595,0.07530062500000001,0.2395,0.050325624999999985,0.2124,0.0164845,0,1,model,n,1185,470,0.0125330512956107,-1.901943182834939
model.n.04,200,1000,0.1991991991991992,0.337,0.17207875000000003,0.315,0.14460625,0.2865,0.10901687499999997,0.2461,0.05856737500000001,0,1,model,n,12643,2095,0.1337176097303014,-0.8738113952429332
more.a.01,200,400,0.49874686716791977,0.542,0.08629000000000013,0.562,0.12619000000000016,0.54975,0.10175124999999999,0.5346,0.071527,0,1,more,a,58135,38139,0.5986325208777403,-0.22283969368676115
more.a.02,200,400,0.49874686716791977,0.583,0.16808499999999998,0.554,0.11023000000000016,0.5275,0.0573625,0.5257,0.05377149999999995,0,1,more,a,38978,25830,0.4013674791222596,-0.3964578192175395
more.r.01,200,400,0.49874686716791977,0.544,0.09028000000000014,0.527,0.05636500000000011,0.52425,0.05087875000000005,0.5206,0.04359699999999996,0,1,more,r,93751,89883,0.9592367115158336,-0.018074208450021664
more.r.02,200,400,0.49874686716791977,0.6,0.202,0.5875,0.17706250000000012,0.57125,0.14464375000000013,0.5419,0.08609050000000015,0,1,more,r,3984,1187,0.0407632884841663,-1.389730787547885
most.a.01,200,400,0.49874686716791977,0.581,0.164095,0.5575,0.11721250000000005,0.51925,0.04090375000000004,0.5155,0.03342249999999997,0,1,most,a,72720,55697,0.7430112800392349,-0.1290045929398162
most.a.02,200,400,0.49874686716791977,0.602,0.20599000000000003,0.595,0.192025,0.58525,0.17257375000000016,0.5522,0.10663900000000011,0,1,most,a,25152,11282,0.256988719960765,-0.5900859387944135
most.r.01,200,400,0.49874686716791977,0.674,0.34963000000000016,0.6555,0.3127225,0.619,0.23990500000000006,0.5769,0.1559155,0,1,most,r,73314,62962,0.7550127184536009,-0.12204573246658153
most.r.02,200,400,0.49874686716791977,0.614,0.22993000000000005,0.5935,0.18903250000000013,0.549,0.10025500000000015,0.5334,0.06913300000000003,0,1,most,r,22496,11726,0.23167152405178,-0.6351273443161556
much.r.01,200,600,0.332220367278798,0.541,0.3126475,0.5355,0.30441124999999997,0.5215,0.28344624999999996,0.5079,0.26308025,0,1,much,r,83656,59051,0.874175783984869,-0.058401228305541085
much.r.02,200,600,0.332220367278798,0.815,0.7229625,0.799,0.6990025000000001,0.77625,0.664934375,0.7485,0.6233787500000001,0,1,much,r,9028,3671,0.0943394254783326,-1.025306772910644
much.r.05,200,600,0.332220367278798,0.589,0.38452749999999997,0.5785,0.36880375000000004,0.5465,0.32088374999999997,0.4821,0.22444474999999994,0,1,much,r,1754,358,0.0183286832398089,-1.7368687342863482
name.n.01,200,600,0.332220367278798,0.494,0.24226499999999998,0.4975,0.24750624999999998,0.456,0.18536000000000002,0.4081,0.11362975000000002,0,1,name,n,72233,70818,0.9697266673826656,-0.013350661172467549
name.n.02,200,600,0.332220367278798,0.655,0.48336250000000003,0.6225,0.4346937500000001,0.5975,0.39725625000000003,0.5559,0.3349602499999999,0,1,name,n,575,383,0.0077193641928901,-2.112418468950627
name.n.04,200,600,0.332220367278798,0.735,0.6031624999999999,0.698,0.5477549999999999,0.684,0.5267900000000001,0.6589,0.4892027500000001,0,1,name,n,636,436,0.0085382880463967,-2.068629197991844
need.n.01,200,400,0.49874686716791977,0.828,0.65686,0.828,0.65686,0.8315,0.6638425000000001,0.8184,0.6377080000000002,0,1,need,n,55529,39360,0.8072366221343529,-0.09299914356242324
need.n.02,200,400,0.49874686716791977,0.82,0.6409,0.8125,0.6259375,0.811,0.6229450000000002,0.8063,0.6135685000000001,0,1,need,n,12761,3005,0.1855093110817136,-0.731634287397048
necessitate.v.01,200,400,0.49874686716791977,0.654,0.3097300000000001,0.6095,0.22095250000000016,0.59025,0.18254875000000018,0.5548,0.11182599999999998,0,1,need,v,73244,48536,0.7754462489677515,-0.11044830047543756
want.v.02,200,400,0.49874686716791977,0.584,0.17007999999999998,0.5795,0.1611025000000001,0.533,0.06833500000000012,0.5018,0.006091000000000103,0,1,need,v,21203,6333,0.2244796408833929,-0.6488230410880138
fresh.s.04,200,400,0.49874686716791977,0.607,0.21596500000000005,0.607,0.21596500000000005,0.59175,0.18554125000000007,0.5681,0.13835950000000016,0,1,new,a,28649,1250,0.3267263500028511,-0.4858158388965653
new.a.01,200,400,0.49874686716791977,0.6,0.202,0.578,0.15810999999999997,0.5525,0.10723750000000004,0.5239,0.05018050000000012,0,1,new,a,56802,25317,0.6477960882705138,-0.18856167881373903
now.r.01,200,600,0.332220367278798,0.484,0.22728999999999996,0.4265,0.14118374999999997,0.3605,0.04234874999999998,0.3305,-0.0025762499999999826,0,1,now,r,33631,1289,0.3561775857321387,-0.44833341417972217
now.r.03,200,600,0.332220367278798,0.693,0.5402674999999999,0.6685,0.50357875,0.70625,0.560109375,0.7045,0.55748875,0,1,now,r,4260,1742,0.0451166041812289,-1.345663596100384
nowadays.r.01,200,600,0.332220367278798,0.609,0.4144775,0.625,0.4384375,0.613,0.4204675,0.6039,0.40684024999999996,0,1,now,r,53734,12751,0.5690834763084874,-0.2448240242181124
number.n.01,200,799,0.24937343358395989,0.547,0.39650417362270457,0.4865,0.3159048414023372,0.45075,0.2682779632721202,0.4095,0.21332387312186976,0,1,number,n,56395,31065,0.6222759221865448,-0.20601700291047034
number.n.08,200,799,0.24937343358395989,0.477,0.3032487479131886,0.444,0.25928547579298833,0.4235,0.23197495826377296,0.3682,0.1583031719532555,0,1,number,n,3575,2483,0.0394474052986416,-1.4039815577661394
phone_number.n.01,200,799,0.24937343358395989,0.423,0.23130884808013355,0.401,0.20200000000000004,0.3705,0.16136727879799667,0.3418,0.12313255425709517,0,1,number,n,2871,2551,0.0316793008706014,-1.499224411406733
number.n.02,199,799,0.24812030075187969,0.5849246231155779,0.4479497487437187,0.5296482412060302,0.37443216080402014,0.4766331658291457,0.30392211055276386,0.37206030150753766,0.1648402010050251,0,1,number,n,26486,19217,0.2922528606265241,-0.5342412291884183
number.v.02,200,400,0.49874686716791977,0.763,0.5271850000000001,0.726,0.45337000000000005,0.69575,0.39302125000000004,0.6682,0.3380590000000001,0,1,number,v,1349,875,0.6360207449316361,-0.19652871884465756
total.v.01,200,400,0.49874686716791977,0.668,0.3376600000000001,0.6455,0.2927725,0.6425,0.2867875,0.654,0.3097300000000001,0,1,number,v,549,414,0.2588401697312588,-0.58696832406647
one.n.01,200,400,0.49874686716791977,0.584,0.17007999999999998,0.5635,0.12918250000000006,0.5545,0.11122750000000005,0.5683,0.13875850000000012,0,1,one,n,58742,48332,0.6396959533040031,-0.19402639660665214
one.n.02,200,400,0.49874686716791977,0.633,0.2678350000000001,0.605,0.21197500000000002,0.58225,0.16658875000000015,0.5373,0.07691350000000007,0,1,one,n,33086,27445,0.3603040466959968,-0.44333086014256606
alone.s.03,200,399,0.5,0.64,0.28,0.6155,0.2310000000000001,0.59925,0.1984999999999999,0.5732,0.14640000000000009,0,1,only,a,55695,25916,0.8918763111118229,-0.04969537110179775
lone.s.03,199,399,0.49748743718592964,0.7306532663316583,0.464,0.735678391959799,0.4740000000000001,0.7226130653266332,0.44800000000000006,0.7040201005025125,0.411,0,1,only,a,6752,249,0.1081236888881771,-0.9660791457660396
entirely.r.02,200,400,0.49874686716791977,0.583,0.16808499999999998,0.567,0.13616499999999995,0.57375,0.14963125000000002,0.5471,0.09646450000000012,0,1,only,r,29234,10521,0.3071572665377826,-0.5126392059510204
merely.r.01,200,400,0.49874686716791977,0.6,0.202,0.573,0.14813499999999996,0.563,0.12818499999999997,0.5606,0.12339700000000003,0,1,only,r,64828,45438,0.6811381020425318,-0.1667648251292421
decree.n.01,200,2200,0.0904956798544793,0.389,0.3282055,0.3345,0.26828275,0.2775,0.20561125,0.2196,0.1419502,0,1,order,n,18404,15527,0.1962360718665031,-0.707221158155606
order.n.01,200,2200,0.0904956798544793,0.197,0.11710150000000001,0.201,0.12149950000000001,0.19625,0.11627687500000002,0.1895,0.10885525,0,1,order,n,4192,1493,0.0446979794210161,-1.3497121087726947
order.n.02,200,2200,0.0904956798544793,0.321,0.2534395,0.312,0.24354399999999998,0.281,0.20945950000000002,0.2385,0.16273074999999998,0,1,order,n,10121,8670,0.10791704430346,-0.9669099578902286
order.n.03,200,2200,0.0904956798544793,0.33,0.263335,0.2985,0.22870074999999995,0.27475,0.20258762499999997,0.2315,0.15503425000000004,0,1,order,n,2469,680,0.0263261715626166,-1.5796122928164325
order.n.07,200,2200,0.0904956798544793,0.263,0.1896685,0.2135,0.13524324999999998,0.17925,0.09758537499999999,0.1526,0.06828370000000002,0,1,order,n,3974,1346,0.0423735138881484,-1.3729055199745683
order.n.11,200,2200,0.0904956798544793,0.299,0.22925049999999997,0.2565,0.18252174999999998,0.22175,0.144314125,0.1929,0.11259354999999999,0,1,order,n,460,302,0.0049048355280695,-2.3093755510667924
order.n.12,200,2200,0.0904956798544793,0.309,0.24024549999999997,0.2465,0.17152674999999998,0.1855,0.10445725,0.1425,0.057178749999999993,0,1,order,n,283,267,0.0030175401183558,-2.520346947224076
order.n.13,200,2200,0.0904956798544793,0.216,0.137992,0.197,0.11710150000000001,0.168,0.08521600000000001,0.1333,0.047063350000000004,0,1,order,n,20957,1057,0.223457909047289,-0.6508042693553449
order.n.15,200,2200,0.0904956798544793,0.265,0.1918675,0.264,0.190768,0.2515,0.17702425,0.1904,0.10984480000000002,0,1,order,n,11510,513,0.1227275150610438,-0.9110580591185728
ordering.n.01,200,2200,0.0904956798544793,0.597,0.5569015,0.588,0.5470059999999999,0.5735,0.53106325,0.5643,0.52094785,0,1,order,n,17000,10765,0.1812656608199605,-0.7416844613700906
orderliness.n.02,200,2200,0.0904956798544793,0.23,0.15338500000000002,0.2095,0.13084525,0.18975,0.10913012500000001,0.1728,0.09049360000000001,0,1,order,n,3904,360,0.0416271258730074,-1.3806235737537103
order.v.01,200,600,0.332220367278798,0.636,0.45491000000000004,0.5745,0.36281375,0.50075,0.25237312500000003,0.436,0.15541,0,1,order,v,14141,6164,0.4736560040194272,-0.3245369532474641
order.v.02,200,600,0.332220367278798,0.424,0.13743999999999998,0.3915,0.08877125000000001,0.38425,0.07791437499999997,0.3482,0.023929500000000006,0,1,order,v,8030,6936,0.2689666722492045,-0.5703015302391177
order.v.06,200,600,0.332220367278798,0.489,0.23477749999999997,0.4685,0.20407875000000003,0.4465,0.17113375,0.4127,0.12051825000000001,0,1,order,v,3469,1376,0.1161949422207335,-0.9348127756757391
other.a.01,200,400,0.49874686716791977,0.772,0.5451400000000002,0.728,0.45736000000000004,0.7315,0.46434250000000016,0.6902,0.38194900000000015,0,1,other,a,95549,95245,0.996526981080912,-0.0015109382320084635
other.s.02,200,400,0.49874686716791977,0.752,0.5052400000000001,0.747,0.49526500000000007,0.70425,0.40997875000000017,0.671,0.34364500000000014,0,1,other,a,300,281,0.0031288458730522,-2.5046158296730976
away.r.02,200,400,0.49874686716791977,0.642,0.2857900000000001,0.6305,0.26284749999999996,0.605,0.21197500000000002,0.5494,0.10105300000000006,0,1,out,r,17733,5032,0.6138960049851139,-0.21190519284313572
out.r.01,200,400,0.49874686716791977,0.646,0.2937700000000001,0.621,0.24389500000000006,0.607,0.21596500000000005,0.5846,0.17127700000000007,0,1,out,r,6298,1455,0.218029495257218,-0.6614847506111605
over.r.01,200,400,0.49874686716791977,0.59,0.18205,0.575,0.15212499999999998,0.56475,0.13167625000000002,0.5395,0.08130250000000001,0,1,over,r,3676,2168,0.1918980998120693,-0.7169293256564966
over.r.03,200,400,0.49874686716791977,0.678,0.35761000000000015,0.6625,0.3266875,0.636,0.27382000000000006,0.5933,0.18863350000000018,0,1,over,r,9796,6779,0.5113802463979954,-0.2912560519178936
character.n.04,200,1600,0.12445278298936835,0.273,0.16966214285714287,0.2315,0.12226321428571431,0.19525,0.08086053571428573,0.1651,0.046424928571428575,0,1,part,n,602,498,0.0063357083469273,-2.1982048229329916
function.n.03,200,1600,0.12445278298936835,0.412,0.32842,0.3725,0.28330535714285715,0.34925,0.25675053571428574,0.309,0.21077928571428572,0,1,part,n,3231,923,0.0340044413105023,-1.468464356173166
part.n.01,200,1600,0.12445278298936835,0.291,0.19022071428571427,0.261,0.15595642857142858,0.23575,0.12711732142857143,0.2071,0.09439492857142859,0,1,part,n,65403,51067,0.6883294568340402,-0.16220364455822478
part.n.02,200,1600,0.12445278298936835,0.277,0.17423071428571432,0.2565,0.15081678571428572,0.229,0.11940785714285716,0.2014,0.08788471428571429,0,1,part,n,14382,10010,0.1513623877832388,-0.8199820297735123
part.n.03,200,1600,0.12445278298936835,0.16,0.04060000000000001,0.15,0.02917857142857143,0.148,0.026894285714285714,0.1433,0.021526214285714305,0,1,part,n,2491,661,0.0262163612827178,-1.5814275866543037
part.n.04,200,1600,0.12445278298936835,0.787,0.7567235714285715,0.739,0.7019007142857143,0.70325,0.6610691071428572,0.6399,0.5887143571428571,0,1,part,n,3148,2402,0.033130913415494,-1.4797665905037838
part.n.11,200,1600,0.12445278298936835,0.321,0.22448500000000002,0.2815,0.17937035714285712,0.23675,0.12825946428571428,0.2064,0.09359542857142858,0,1,part,n,320,232,0.0033678183903932,-2.4726513358709163
region.n.01,200,1600,0.12445278298936835,0.309,0.21077928571428572,0.305,0.20621071428571427,0.29875,0.19907232142857145,0.2911,0.1903349285714286,0,1,part,n,4410,2182,0.0464127471926076,-1.3333627247229716
restitution.n.03,200,1200,0.16597164303586323,0.657,0.588743,0.6435,0.5725564999999999,0.60775,0.52969225,0.5447,0.4540953,0,1,return,n,48134,29815,0.7475848787003386,-0.12633949162094443
return.n.02,200,1200,0.16597164303586323,0.519,0.423281,0.4995,0.39990049999999994,0.4415,0.3303585,0.3728,0.24798720000000002,0,1,return,n,1768,720,0.0274593855807163,-1.5613091845752214
return.n.05,200,1200,0.16597164303586323,0.507,0.408893,0.483,0.380117,0.45125,0.3420487499999999,0.4172,0.3012228,0,1,return,n,7988,997,0.1240642375671729,-0.906353389053611
return.n.06,200,1200,0.16597164303586323,0.364,0.23743599999999998,0.3295,0.1960705,0.31125,0.17418875,0.2976,0.15782239999999995,0,1,return,n,2026,1610,0.031466467865685,-1.5021520042280152
return.n.12,200,1200,0.16597164303586323,0.556,0.46764400000000006,0.4915,0.39030849999999995,0.43025,0.31686975000000006,0.3625,0.23563749999999997,0,1,return,n,359,276,0.0055757462802472,-2.253696996673961
tax_return.n.01,200,1200,0.16597164303586323,0.561,0.4736390000000001,0.521,0.42567900000000003,0.46625,0.36003374999999993,0.397,0.277003,0,1,return,n,2400,2282,0.0372751840462212,-1.4285802035406698
render.v.07,200,800,0.2490613266583229,0.433,0.24494500000000002,0.4095,0.21365083333333332,0.36625,0.15605625000000004,0.3245,0.1004591666666667,0,1,return,v,17676,7118,0.2688733058517515,-0.5704523130491257
return.v.01,200,800,0.2490613266583229,0.289,0.05318499999999998,0.274,0.03321000000000004,0.252,0.003913333333333346,0.2591,0.013368166666666674,0,1,return,v,13485,10245,0.2051231347256658,-0.6879853551504714
return.v.07,200,800,0.2490613266583229,0.958,0.94407,0.947,0.9294216666666666,0.94125,0.9217645833333333,0.9108,0.8812153333333334,0,1,return,v,26969,10774,0.410231058243714,-0.3869714626579227
revert.v.01,200,800,0.2490613266583229,0.446,0.2622566666666667,0.4395,0.25360083333333333,0.40775,0.21132041666666668,0.3723,0.16411283333333337,0,1,return,v,2331,332,0.0354573249570283,-1.450294032418805
correct.a.01,200,1200,0.16597164303586323,0.513,0.41608700000000004,0.4815,0.37831849999999995,0.445,0.33455499999999994,0.3862,0.26405379999999995,0,1,right,a,13640,6943,0.1720853361593682,-0.7642561354620809
correct.s.02,200,1200,0.16597164303586323,0.363,0.23623699999999997,0.3455,0.21525449999999996,0.3205,0.18527949999999999,0.2933,0.1526667,0,1,right,a,21043,3124,0.2654832645748962,-0.5759628505970202
right.a.01,200,1200,0.16597164303586323,0.335,0.202665,0.303,0.16429699999999997,0.2665,0.1205335,0.233,0.080367,0,1,right,a,29832,21401,0.3763672836001665,-0.4243881354292903
right.a.04,200,1200,0.16597164303586323,0.428,0.31417199999999995,0.3805,0.2572195,0.34125,0.21015874999999998,0.2876,0.1458324,0,1,right,a,5007,782,0.0631694485447182,-1.1994929143836321
right.a.07,200,1200,0.16597164303586323,0.287,0.14511299999999996,0.262,0.11513799999999999,0.2555,0.1073445,0.2285,0.0749715,0,1,right,a,2527,2149,0.0318812056066512,-1.4964652638626275
